timestamp,transaction_id,employee_id,vendor_id,merchant_category,mcc_code,amount,employee_approval_limit,dest_bank_account_hash,device_ip,is_fraud,fraud_type,is_bank_collision,amount_to_limit_ratio,is_near_approval_threshold,is_off_hours,emp_txn_count_1h,emp_spent_24h
2026-01-01 10:18:00,TXN_104158,EMP_5103,VEND_1001,OFFICE_SUPPLIES,5111,4752.03,5000,BANK_HASH_95fe09e2,45.249.152.25,0,LEGITIMATE,1,0.950406,1,0,1.0,4752.03
2026-01-01 11:04:00,TXN_104630,EMP_5133,VEND_1054,IT_HARDWARE,5732,201.67,10000,BANK_HASH_b88fc971,43.251.76.154,0,LEGITIMATE,1,0.020166999999999997,0,0,1.0,201.67
2026-01-01 11:21:00,TXN_108472,EMP_5108,VEND_1076,OFFICE_SUPPLIES,5111,889.4,5000,BANK_HASH_b6614cbe,9.91.185.209,0,LEGITIMATE,1,0.17787999999999998,0,0,1.0,889.4
2026-01-01 11:23:00,TXN_105252,EMP_5025,VEND_1079,LUXURY_RETAIL,5944,1801.86,5000,BANK_HASH_0765bba8,104.182.9.175,0,LEGITIMATE,1,0.36037199999999997,0,0,1.0,1801.86
2026-01-01 11:35:00,TXN_109193,EMP_5180,VEND_1067,LUXURY_RETAIL,5944,2499.43,25000,BANK_HASH_fb320956,42.179.203.73,0,LEGITIMATE,1,0.09997719999999999,0,0,1.0,2499.43
2026-01-01 11:41:00,TXN_107499,EMP_5001,VEND_1024,TRAVEL_FLIGHTS,4511,1667.34,5000,BANK_HASH_9950eac7,13.215.237.195,0,LEGITIMATE,1,0.333468,0,0,1.0,1667.34
2026-01-01 11:53:00,TXN_106334,EMP_5105,VEND_1041,IT_HARDWARE,5732,427.83,10000,BANK_HASH_4bf3c92f,15.144.68.154,0,LEGITIMATE,1,0.042783,0,0,1.0,427.83
2026-01-01 12:01:00,TXN_109348,EMP_5175,VEND_1024,IT_HARDWARE,5732,1589.88,10000,BANK_HASH_9950eac7,72.124.207.53,0,LEGITIMATE,1,0.15898800000000002,0,0,1.0,1589.88
2026-01-01 12:01:00,TXN_103515,EMP_5047,VEND_1007,LUXURY_RETAIL,5944,4180.09,5000,BANK_HASH_1bf6aed7,53.233.225.25,0,LEGITIMATE,1,0.836018,0,0,1.0,4180.09
2026-01-01 12:10:00,TXN_109532,EMP_5125,VEND_1081,OFFICE_SUPPLIES,5111,686.79,5000,BANK_HASH_4023c5f3,23.157.17.220,0,LEGITIMATE,1,0.13735799999999998,0,0,1.0,686.79
2026-01-01 12:49:00,TXN_101742,EMP_5067,VEND_1091,OFFICE_SUPPLIES,5111,2209.99,5000,BANK_HASH_f221fef0,204.136.70.186,0,LEGITIMATE,1,0.44199799999999995,0,0,1.0,2209.99
2026-01-01 12:50:00,TXN_104663,EMP_5053,VEND_1000,IT_HARDWARE,5732,2656.59,25000,BANK_HASH_f0fb46e7,193.241.174.125,0,LEGITIMATE,1,0.1062636,0,0,1.0,2716.4
2026-01-01 12:58:00,TXN_108475,EMP_5123,VEND_1086,OFFICE_SUPPLIES,5111,1840.72,5000,BANK_HASH_ee644eef,136.215.140.196,0,LEGITIMATE,1,0.368144,0,0,1.0,2329.29
2026-01-01 12:58:00,TXN_104138,EMP_5096,VEND_1083,LUXURY_RETAIL,5944,1650.69,5000,BANK_HASH_83a6d225,57.76.90.145,0,LEGITIMATE,1,0.330138,0,0,1.0,1650.69
2026-01-01 13:00:00,TXN_109783,EMP_5010,VEND_1077,LUXURY_RETAIL,5944,4178.2,25000,BANK_HASH_98ccc9d3,90.48.190.132,0,LEGITIMATE,1,0.167128,0,0,1.0,4178.2
2026-01-01 13:08:00,TXN_105359,EMP_5161,VEND_1051,OFFICE_SUPPLIES,5111,1044.73,5000,BANK_HASH_ce9c69c1,86.174.215.110,0,LEGITIMATE,1,0.208946,0,0,1.0,1044.73
2026-01-01 13:09:00,TXN_104577,EMP_5136,VEND_1099,TRAVEL_FLIGHTS,4511,363.0,10000,BANK_HASH_97fc06e4,47.159.75.108,0,LEGITIMATE,1,0.0363,0,0,1.0,363.0
2026-01-01 13:22:00,TXN_108207,EMP_5068,VEND_1034,TRAVEL_FLIGHTS,4511,100.48,5000,BANK_HASH_ba125639,183.128.117.34,0,LEGITIMATE,1,0.020096,0,0,1.0,2072.69
2026-01-01 13:23:00,TXN_102879,EMP_5040,VEND_1060,LUXURY_RETAIL,5944,318.94,10000,BANK_HASH_7aefb2fc,110.87.230.174,0,LEGITIMATE,1,0.031894,0,0,1.0,318.94
2026-01-01 13:32:00,TXN_107048,EMP_5148,VEND_1022,IT_HARDWARE,5732,354.47,10000,BANK_HASH_6bfb8537,65.87.159.192,0,LEGITIMATE,1,0.035447,0,0,1.0,354.47
2026-01-01 13:47:00,TXN_104417,EMP_5055,VEND_1070,TRAVEL_FLIGHTS,4511,46.45,25000,BANK_HASH_da4b56a0,28.144.171.31,0,LEGITIMATE,1,0.001858,0,0,1.0,46.45
2026-01-01 13:55:00,TXN_100198,EMP_5079,VEND_1043,TRAVEL_FLIGHTS,4511,3281.7,10000,BANK_HASH_4c9ed910,35.22.215.96,0,LEGITIMATE,1,0.32816999999999996,0,0,1.0,3281.7
2026-01-01 14:28:00,TXN_104119,EMP_5130,VEND_1011,TRAVEL_FLIGHTS,4511,1891.42,10000,BANK_HASH_e78d0796,37.60.31.104,0,LEGITIMATE,1,0.189142,0,0,1.0,1891.42
2026-01-01 14:46:00,TXN_109539,EMP_5049,VEND_1089,IT_HARDWARE,5732,1358.99,10000,BANK_HASH_4cceb021,67.178.131.229,0,LEGITIMATE,1,0.135899,0,0,1.0,1358.99
2026-01-01 14:52:00,TXN_101425,EMP_5180,VEND_1077,IT_HARDWARE,5732,5043.71,25000,BANK_HASH_98ccc9d3,157.184.27.204,0,LEGITIMATE,1,0.2017484,0,0,1.0,7543.139999999999
2026-01-01 15:01:00,TXN_106118,EMP_5102,VEND_1045,TRAVEL_FLIGHTS,4511,471.92,25000,BANK_HASH_1a9d078e,185.143.70.159,0,LEGITIMATE,1,0.0188768,0,0,1.0,471.92
2026-01-01 15:28:00,TXN_108210,EMP_5101,VEND_1097,OFFICE_SUPPLIES,5111,296.76,25000,BANK_HASH_099bcee7,133.144.202.181,0,LEGITIMATE,1,0.0118704,0,0,1.0,296.76
2026-01-01 15:56:00,TXN_100962,EMP_5020,VEND_1076,CONSULTING_SERVICES,7392,432.25,5000,BANK_HASH_b6614cbe,117.139.59.151,0,LEGITIMATE,1,0.08645,0,0,1.0,432.25
2026-01-01 16:23:00,TXN_105491,EMP_5002,VEND_1031,IT_HARDWARE,5732,2100.27,5000,BANK_HASH_43c40f36,15.222.78.30,0,LEGITIMATE,1,0.420054,0,0,1.0,2100.27
2026-01-01 16:44:00,TXN_102102,EMP_5144,VEND_1076,LUXURY_RETAIL,5944,267.88,5000,BANK_HASH_b6614cbe,4.113.102.192,0,LEGITIMATE,1,0.053576,0,0,1.0,267.88
2026-01-01 16:59:00,TXN_102615,EMP_5133,VEND_1013,CONSULTING_SERVICES,7392,171.2,10000,BANK_HASH_587e6e4f,51.50.200.133,0,LEGITIMATE,1,0.01712,0,0,1.0,372.87
2026-01-01 17:01:00,TXN_105120,EMP_5163,VEND_1038,LUXURY_RETAIL,5944,584.18,25000,BANK_HASH_7be46fc4,136.164.52.28,0,LEGITIMATE,1,0.023367199999999998,0,0,1.0,584.18
2026-01-01 17:15:00,TXN_104173,EMP_5166,VEND_1093,TRAVEL_FLIGHTS,4511,1148.52,10000,BANK_HASH_94b19788,47.182.54.187,0,LEGITIMATE,1,0.114852,0,0,1.0,1148.52
2026-01-01 17:21:00,TXN_108169,EMP_5188,VEND_1025,CONSULTING_SERVICES,7392,5750.51,5000,BANK_HASH_6d344a30,91.30.64.0,1,GHOST_VENDOR_SELF_DEALING,1,1.150102,0,0,1.0,5750.51
2026-01-01 17:28:00,TXN_102593,EMP_5012,VEND_1001,TRAVEL_FLIGHTS,4511,1111.48,25000,BANK_HASH_95fe09e2,214.133.33.166,0,LEGITIMATE,1,0.0444592,0,0,1.0,1111.48
2026-01-01 17:50:00,TXN_104584,EMP_5159,VEND_1018,IT_HARDWARE,5732,1774.81,25000,BANK_HASH_cb73a3ad,130.148.165.80,0,LEGITIMATE,1,0.0709924,0,0,1.0,1774.81
2026-01-01 17:54:00,TXN_104706,EMP_5113,VEND_1066,OFFICE_SUPPLIES,5111,2316.12,5000,BANK_HASH_53f0c83d,53.109.149.210,0,LEGITIMATE,1,0.46322399999999997,0,0,1.0,4404.719999999999
2026-01-01 17:59:00,TXN_100994,EMP_5182,VEND_1066,OFFICE_SUPPLIES,5111,681.71,25000,BANK_HASH_53f0c83d,196.244.115.188,0,LEGITIMATE,1,0.0272684,0,0,1.0,681.71
2026-01-01 18:15:00,TXN_103173,EMP_5178,VEND_1034,CONSULTING_SERVICES,7392,272.36,25000,BANK_HASH_ba125639,210.236.153.247,0,LEGITIMATE,1,0.0108944,0,0,1.0,272.36
2026-01-01 18:15:00,TXN_100740,EMP_5080,VEND_1054,IT_HARDWARE,5732,941.74,5000,BANK_HASH_b88fc971,102.38.186.206,0,LEGITIMATE,1,0.18834800000000002,0,0,1.0,941.74
2026-01-01 18:15:00,TXN_105227,EMP_5079,VEND_1018,CONSULTING_SERVICES,7392,3245.7,10000,BANK_HASH_cb73a3ad,61.180.129.42,0,LEGITIMATE,1,0.32456999999999997,0,0,1.0,6527.4
2026-01-01 18:30:00,TXN_106240,EMP_5106,VEND_1025,IT_HARDWARE,5732,3794.71,5000,BANK_HASH_ea714ef4,37.29.230.72,0,LEGITIMATE,1,0.758942,0,0,1.0,3794.71
2026-01-01 18:59:00,TXN_102190,EMP_5172,VEND_1010,IT_HARDWARE,5732,462.24,5000,BANK_HASH_e584505b,213.30.44.133,0,LEGITIMATE,1,0.092448,0,0,1.0,462.24
2026-01-01 19:50:00,TXN_101821,EMP_5180,VEND_1094,LUXURY_RETAIL,5944,204.12,25000,BANK_HASH_e2449756,91.226.15.156,0,LEGITIMATE,1,0.0081648,0,0,1.0,7747.26
2026-01-01 19:58:00,TXN_104714,EMP_5065,VEND_1098,LUXURY_RETAIL,5944,1088.85,5000,BANK_HASH_7a3e0f19,55.109.14.6,0,LEGITIMATE,1,0.21777,0,0,1.0,1088.85
2026-01-01 20:05:00,TXN_105374,EMP_5171,VEND_1073,LUXURY_RETAIL,5944,1002.98,10000,BANK_HASH_70d8cd87,82.29.127.19,0,LEGITIMATE,1,0.100298,0,0,1.0,1002.98
2026-01-01 20:16:00,TXN_100015,EMP_5015,VEND_1021,LUXURY_RETAIL,5944,313.92,10000,BANK_HASH_676b9269,130.206.51.121,0,LEGITIMATE,1,0.031392,0,0,1.0,313.92
2026-01-01 20:24:00,TXN_104361,EMP_5006,VEND_1083,LUXURY_RETAIL,5944,1400.87,5000,BANK_HASH_83a6d225,129.195.137.245,0,LEGITIMATE,1,0.280174,0,0,1.0,1400.87
2026-01-01 20:34:00,TXN_103022,EMP_5037,VEND_1001,TRAVEL_FLIGHTS,4511,1744.89,25000,BANK_HASH_95fe09e2,39.5.73.27,0,LEGITIMATE,1,0.0697956,0,0,1.0,1744.89
2026-01-01 20:44:00,TXN_101075,EMP_5017,VEND_1069,IT_HARDWARE,5732,847.33,5000,BANK_HASH_0139bd2c,35.85.162.219,0,LEGITIMATE,1,0.169466,0,0,1.0,847.33
2026-01-01 20:44:00,TXN_109886,EMP_5099,VEND_1009,LUXURY_RETAIL,5944,3338.51,10000,BANK_HASH_ed38b7dc,83.14.41.27,0,LEGITIMATE,1,0.333851,0,0,1.0,3338.51
2026-01-01 21:04:00,TXN_102067,EMP_5022,VEND_1066,IT_HARDWARE,5732,458.86,25000,BANK_HASH_53f0c83d,101.92.162.163,0,LEGITIMATE,1,0.0183544,0,0,1.0,1525.9099999999999
2026-01-01 21:04:00,TXN_106579,EMP_5070,VEND_1018,IT_HARDWARE,5732,1272.2,5000,BANK_HASH_cb73a3ad,182.11.176.3,0,LEGITIMATE,1,0.25444,0,0,1.0,1272.2
2026-01-01 21:05:00,TXN_100580,EMP_5039,VEND_1006,TRAVEL_FLIGHTS,4511,931.88,10000,BANK_HASH_ad2d1267,155.72.222.63,0,LEGITIMATE,1,0.093188,0,0,1.0,931.88
2026-01-01 22:07:00,TXN_103403,EMP_5177,VEND_1076,IT_HARDWARE,5732,603.21,5000,BANK_HASH_b6614cbe,220.1.53.172,0,LEGITIMATE,1,0.12064200000000001,0,0,1.0,603.21
2026-01-01 22:17:00,TXN_100635,EMP_5045,VEND_1040,OFFICE_SUPPLIES,5111,899.71,5000,BANK_HASH_6b246fd5,153.244.234.122,0,LEGITIMATE,1,0.17994200000000002,0,0,1.0,899.71
2026-01-01 22:41:00,TXN_104811,EMP_5174,VEND_1057,LUXURY_RETAIL,5944,2895.64,25000,BANK_HASH_63eeebad,132.129.29.38,0,LEGITIMATE,1,0.1158256,0,0,1.0,2895.64
2026-01-01 22:53:00,TXN_109178,EMP_5114,VEND_1097,LUXURY_RETAIL,5944,1252.17,25000,BANK_HASH_099bcee7,179.171.232.123,0,LEGITIMATE,1,0.0500868,0,0,1.0,1252.17
2026-01-01 22:55:00,TXN_101584,EMP_5091,VEND_1042,OFFICE_SUPPLIES,5111,6617.7,25000,BANK_HASH_5fb7e2aa,80.51.50.158,0,LEGITIMATE,1,0.264708,0,0,1.0,6617.7
2026-01-01 23:03:00,TXN_109330,EMP_5062,VEND_1058,OFFICE_SUPPLIES,5111,1794.5,25000,BANK_HASH_4852d0ef,150.93.19.109,0,LEGITIMATE,1,0.07178,0,1,1.0,1794.5
2026-01-01 23:04:00,TXN_103336,EMP_5138,VEND_1098,TRAVEL_FLIGHTS,4511,3592.68,5000,BANK_HASH_7a3e0f19,208.145.191.10,0,LEGITIMATE,1,0.718536,0,1,1.0,3592.68
2026-01-01 23:19:00,TXN_108080,EMP_5150,VEND_1019,TRAVEL_FLIGHTS,4511,574.84,5000,BANK_HASH_4971781f,167.142.147.161,0,LEGITIMATE,1,0.114968,0,1,1.0,574.84
2026-01-01 23:39:00,TXN_101938,EMP_5077,VEND_1080,TRAVEL_FLIGHTS,4511,1044.5,10000,BANK_HASH_514e5c9b,167.178.226.93,0,LEGITIMATE,1,0.10445,0,1,1.0,1044.5
2026-01-01 23:53:00,TXN_102056,EMP_5138,VEND_1068,IT_HARDWARE,5732,940.67,5000,BANK_HASH_4a834807,204.175.62.207,0,LEGITIMATE,1,0.188134,0,1,2.0,4533.349999999999
2026-01-02 00:06:00,TXN_105775,EMP_5091,VEND_1065,TRAVEL_FLIGHTS,4511,715.78,25000,BANK_HASH_490285e7,141.33.45.202,0,LEGITIMATE,1,0.0286312,0,1,1.0,7333.48
2026-01-02 00:12:00,TXN_105520,EMP_5198,VEND_1048,OFFICE_SUPPLIES,5111,2706.59,10000,BANK_HASH_faec7c0e,139.171.228.244,0,LEGITIMATE,1,0.27065900000000004,0,1,1.0,2706.59
2026-01-02 00:20:00,TXN_105624,EMP_5136,VEND_1014,LUXURY_RETAIL,5944,84.99,10000,BANK_HASH_59d9b103,33.53.77.226,0,LEGITIMATE,1,0.008499,0,1,1.0,447.99
2026-01-02 00:21:00,TXN_109243,EMP_5095,VEND_1020,OFFICE_SUPPLIES,5111,1835.77,5000,BANK_HASH_3d295953,50.51.168.124,0,LEGITIMATE,1,0.367154,0,1,1.0,1835.77
2026-01-02 00:25:00,TXN_103883,EMP_5046,VEND_1050,LUXURY_RETAIL,5944,383.55,10000,BANK_HASH_fb706cb9,218.177.131.215,0,LEGITIMATE,1,0.038355,0,1,1.0,383.55
2026-01-02 00:31:00,TXN_109448,EMP_5141,VEND_1084,IT_HARDWARE,5732,595.56,5000,BANK_HASH_e6240d92,27.77.236.212,0,LEGITIMATE,1,0.119112,0,1,1.0,595.56
2026-01-02 00:47:00,TXN_100685,EMP_5129,VEND_1017,LUXURY_RETAIL,5944,1230.48,25000,BANK_HASH_00edeec9,54.51.183.230,0,LEGITIMATE,1,0.0492192,0,1,1.0,1230.48
2026-01-02 00:49:00,TXN_101296,EMP_5149,VEND_1027,CONSULTING_SERVICES,7392,284.95,25000,BANK_HASH_781545b3,198.254.3.151,0,LEGITIMATE,1,0.011398,0,1,1.0,284.95
2026-01-02 00:58:00,TXN_109329,EMP_5002,VEND_1048,OFFICE_SUPPLIES,5111,2498.53,5000,BANK_HASH_faec7c0e,34.169.166.1,0,LEGITIMATE,1,0.49970600000000004,0,1,1.0,4598.8
2026-01-02 01:15:00,TXN_101100,EMP_5077,VEND_1044,LUXURY_RETAIL,5944,99.37,10000,BANK_HASH_590fb111,121.252.37.46,0,LEGITIMATE,1,0.009937,0,1,1.0,1143.87
2026-01-02 01:26:00,TXN_108591,EMP_5003,VEND_1000,LUXURY_RETAIL,5944,24.38,25000,BANK_HASH_f0fb46e7,77.204.199.14,0,LEGITIMATE,1,0.0009752,0,1,1.0,24.38
2026-01-02 01:28:00,TXN_101632,EMP_5153,VEND_1088,IT_HARDWARE,5732,1650.04,25000,BANK_HASH_2ea2248b,141.13.170.198,0,LEGITIMATE,1,0.0660016,0,1,1.0,1650.04
2026-01-02 01:44:00,TXN_105855,EMP_5187,VEND_1089,OFFICE_SUPPLIES,5111,2165.51,10000,BANK_HASH_4cceb021,197.188.143.124,0,LEGITIMATE,1,0.21655100000000002,0,1,1.0,2165.51
2026-01-02 01:53:00,TXN_102224,EMP_5045,VEND_1051,TRAVEL_FLIGHTS,4511,28.72,5000,BANK_HASH_ce9c69c1,136.16.239.249,0,LEGITIMATE,1,0.005744,0,1,1.0,928.4300000000001
2026-01-02 01:59:00,TXN_100337,EMP_5120,VEND_1012,IT_HARDWARE,5732,1834.36,10000,BANK_HASH_d1506ef2,205.152.83.239,0,LEGITIMATE,1,0.183436,0,1,1.0,1834.36
2026-01-02 02:06:00,TXN_108431,EMP_5086,VEND_1024,CONSULTING_SERVICES,7392,1339.02,25000,BANK_HASH_9950eac7,194.142.60.30,0,LEGITIMATE,1,0.0535608,0,1,1.0,1339.02
2026-01-02 02:08:00,TXN_105496,EMP_5177,VEND_1021,CONSULTING_SERVICES,7392,1308.8,5000,BANK_HASH_676b9269,109.224.140.182,0,LEGITIMATE,1,0.26176,0,1,1.0,1912.01
2026-01-02 02:09:00,TXN_109543,EMP_5098,VEND_1041,IT_HARDWARE,5732,959.66,10000,BANK_HASH_4bf3c92f,21.97.178.195,0,LEGITIMATE,1,0.095966,0,1,1.0,959.66
2026-01-02 02:26:00,TXN_108826,EMP_5053,VEND_1016,OFFICE_SUPPLIES,5111,1586.01,25000,BANK_HASH_9f2baec7,31.148.55.19,0,LEGITIMATE,1,0.0634404,0,1,1.0,4302.41
2026-01-02 02:27:00,TXN_106059,EMP_5160,VEND_1023,LUXURY_RETAIL,5944,2685.17,25000,BANK_HASH_e1e5a1af,89.191.71.106,0,LEGITIMATE,1,0.1074068,0,1,1.0,2685.17
2026-01-02 02:32:00,TXN_107813,EMP_5101,VEND_1017,OFFICE_SUPPLIES,5111,857.15,25000,BANK_HASH_00edeec9,22.60.54.129,0,LEGITIMATE,1,0.034286,0,1,1.0,1153.9099999999999
2026-01-02 02:37:00,TXN_104021,EMP_5196,VEND_1029,OFFICE_SUPPLIES,5111,422.7,5000,BANK_HASH_01729b61,42.143.192.165,0,LEGITIMATE,1,0.08454,0,1,1.0,422.7
2026-01-02 02:47:00,TXN_106945,EMP_5064,VEND_1092,CONSULTING_SERVICES,7392,2171.41,25000,BANK_HASH_bd9adc9b,152.33.72.50,0,LEGITIMATE,1,0.0868564,0,1,1.0,2171.41
2026-01-02 03:05:00,TXN_105977,EMP_5038,VEND_1016,OFFICE_SUPPLIES,5111,253.62,10000,BANK_HASH_9f2baec7,141.23.86.199,0,LEGITIMATE,1,0.025362,0,1,1.0,253.62
2026-01-02 03:21:00,TXN_104074,EMP_5016,VEND_1083,OFFICE_SUPPLIES,5111,1731.07,5000,BANK_HASH_83a6d225,193.157.199.56,0,LEGITIMATE,1,0.34621399999999997,0,1,1.0,1731.07
2026-01-02 03:38:00,TXN_102179,EMP_5092,VEND_1043,CONSULTING_SERVICES,7392,1088.17,5000,BANK_HASH_4c9ed910,143.171.79.94,0,LEGITIMATE,1,0.21763400000000002,0,1,1.0,1088.17
2026-01-02 03:43:00,TXN_102944,EMP_5152,VEND_1015,LUXURY_RETAIL,5944,2144.47,10000,BANK_HASH_73c44eff,55.6.244.175,0,LEGITIMATE,1,0.21444699999999997,0,1,1.0,2144.47
2026-01-02 04:09:00,TXN_107870,EMP_5054,VEND_1085,TRAVEL_FLIGHTS,4511,2751.47,10000,BANK_HASH_0b98d3c9,120.89.228.142,0,LEGITIMATE,1,0.275147,0,1,1.0,2751.47
2026-01-02 04:20:00,TXN_107864,EMP_5076,VEND_1097,IT_HARDWARE,5732,580.52,10000,BANK_HASH_099bcee7,6.53.119.133,0,LEGITIMATE,1,0.058052,0,1,1.0,580.52
2026-01-02 04:22:00,TXN_101715,EMP_5053,VEND_1068,OFFICE_SUPPLIES,5111,7917.9,25000,BANK_HASH_4a834807,130.168.140.113,0,LEGITIMATE,1,0.316716,0,1,1.0,12220.31
2026-01-02 05:33:00,TXN_109257,EMP_5034,VEND_1037,IT_HARDWARE,5732,287.79,10000,BANK_HASH_742facd6,8.97.110.152,0,LEGITIMATE,1,0.028779000000000002,0,1,1.0,287.79
2026-01-02 06:00:00,TXN_109534,EMP_5129,VEND_1037,IT_HARDWARE,5732,822.92,25000,BANK_HASH_742facd6,201.104.12.54,0,LEGITIMATE,1,0.032916799999999996,0,0,1.0,2053.4
2026-01-02 06:00:00,TXN_106698,EMP_5147,VEND_1089,OFFICE_SUPPLIES,5111,2492.11,25000,BANK_HASH_4cceb021,113.191.205.23,0,LEGITIMATE,1,0.0996844,0,0,1.0,2492.11
2026-01-02 06:07:00,TXN_105605,EMP_5005,VEND_1066,LUXURY_RETAIL,5944,1375.77,5000,BANK_HASH_53f0c83d,180.170.221.236,0,LEGITIMATE,1,0.275154,0,0,1.0,3114.7799999999997
2026-01-02 06:34:00,TXN_103606,EMP_5097,VEND_1024,IT_HARDWARE,5732,2630.56,10000,BANK_HASH_9950eac7,148.114.41.30,0,LEGITIMATE,1,0.263056,0,0,1.0,2630.56
2026-01-02 06:36:00,TXN_103329,EMP_5032,VEND_1046,LUXURY_RETAIL,5944,1678.26,10000,BANK_HASH_09121b62,171.205.210.82,0,LEGITIMATE,1,0.167826,0,0,1.0,1678.26
2026-01-02 06:38:00,TXN_104903,EMP_5071,VEND_1031,TRAVEL_FLIGHTS,4511,561.56,10000,BANK_HASH_43c40f36,140.221.81.149,0,LEGITIMATE,1,0.056156,0,0,1.0,561.56
2026-01-02 06:44:00,TXN_105592,EMP_5066,VEND_1001,LUXURY_RETAIL,5944,112.51,25000,BANK_HASH_95fe09e2,213.143.139.184,0,LEGITIMATE,1,0.0045004,0,0,1.0,112.51
2026-01-02 07:06:00,TXN_101195,EMP_5072,VEND_1021,CONSULTING_SERVICES,7392,3088.17,5000,BANK_HASH_676b9269,82.233.208.150,0,LEGITIMATE,1,0.617634,0,0,1.0,3088.17
2026-01-02 07:11:00,TXN_104989,EMP_5059,VEND_1088,IT_HARDWARE,5732,2212.86,25000,BANK_HASH_2ea2248b,55.129.8.186,0,LEGITIMATE,1,0.08851440000000001,0,0,1.0,2212.86
2026-01-02 07:40:00,TXN_105330,EMP_5182,VEND_1062,IT_HARDWARE,5732,459.21,25000,BANK_HASH_8a61f0cb,192.184.107.152,0,LEGITIMATE,1,0.0183684,0,0,1.0,1140.92
2026-01-02 08:06:00,TXN_108560,EMP_5176,VEND_1016,OFFICE_SUPPLIES,5111,290.45,25000,BANK_HASH_9f2baec7,116.239.95.104,0,LEGITIMATE,1,0.011618,0,0,1.0,290.45
2026-01-02 08:24:00,TXN_107816,EMP_5139,VEND_1073,LUXURY_RETAIL,5944,448.53,25000,BANK_HASH_70d8cd87,221.207.22.203,0,LEGITIMATE,1,0.017941199999999997,0,0,1.0,448.53
2026-01-02 08:33:00,TXN_100399,EMP_5136,VEND_1070,LUXURY_RETAIL,5944,2116.95,10000,BANK_HASH_da4b56a0,189.131.116.175,0,LEGITIMATE,1,0.211695,0,0,1.0,2564.9399999999996
2026-01-02 08:50:00,TXN_101730,EMP_5036,VEND_1080,CONSULTING_SERVICES,7392,558.47,5000,BANK_HASH_514e5c9b,7.215.85.185,0,LEGITIMATE,1,0.111694,0,0,1.0,558.47
