transaction_id,timestamp,employee_id,vendor_id,merchant_category,mcc_code,amount,employee_approval_limit,dest_bank_account_hash,device_ip,is_fraud,fraud_type
TXN_100033,2026-01-15 10:56:00,EMP_5109,VEND_1071,OFFICE_SUPPLIES,5111,4470.53,10000,BANK_HASH_3c854d12,73.48.196.158,0,LEGITIMATE
TXN_100034,2026-02-18 02:35:00,EMP_5038,VEND_1069,OFFICE_SUPPLIES,5111,5065.95,10000,BANK_HASH_0139bd2c,199.28.147.46,0,LEGITIMATE
TXN_100035,2026-02-16 09:57:00,EMP_5032,VEND_1005,TRAVEL_FLIGHTS,4511,2488.5,10000,BANK_HASH_eaf7a55d,156.163.30.180,0,LEGITIMATE
TXN_100036,2026-02-16 01:56:00,EMP_5174,VEND_1031,OFFICE_SUPPLIES,5111,554.93,25000,BANK_HASH_43c40f36,110.129.181.190,0,LEGITIMATE
TXN_100037,2026-01-31 13:51:00,EMP_5158,VEND_1095,IT_HARDWARE,5732,164.17,5000,BANK_HASH_952f7629,208.128.93.106,0,LEGITIMATE
TXN_100038,2026-02-12 21:51:00,EMP_5105,VEND_1003,IT_HARDWARE,5732,1739.13,10000,BANK_HASH_cce8776d,32.208.37.247,0,LEGITIMATE
TXN_100039,2026-01-22 06:06:00,EMP_5188,VEND_1031,TRAVEL_FLIGHTS,4511,880.14,5000,BANK_HASH_43c40f36,211.216.233.237,0,LEGITIMATE
TXN_100040,2026-01-26 22:22:00,EMP_5009,VEND_1060,IT_HARDWARE,5732,205.23,5000,BANK_HASH_7aefb2fc,178.166.109.103,0,LEGITIMATE
TXN_100041,2026-03-26 14:25:00,EMP_5058,VEND_1028,OFFICE_SUPPLIES,5111,1035.32,5000,BANK_HASH_ca9ee298,110.139.140.241,0,LEGITIMATE
TXN_100042,2026-02-15 04:32:00,EMP_5017,VEND_1098,TRAVEL_FLIGHTS,4511,62.49,5000,BANK_HASH_7a3e0f19,21.160.193.101,0,LEGITIMATE
TXN_100043,2026-01-15 16:11:00,EMP_5137,VEND_1042,OFFICE_SUPPLIES,5111,3610.63,5000,BANK_HASH_5fb7e2aa,145.118.54.170,0,LEGITIMATE
TXN_100044,2026-03-18 21:22:00,EMP_5067,VEND_1004,OFFICE_SUPPLIES,5111,459.19,5000,BANK_HASH_13493200,147.19.116.157,0,LEGITIMATE
TXN_100045,2026-03-07 11:24:00,EMP_5080,VEND_1055,CONSULTING_SERVICES,7392,1639.38,5000,BANK_HASH_e8f631d8,168.121.207.59,0,LEGITIMATE
TXN_100046,2026-04-01 21:00:00,EMP_5048,VEND_1032,OFFICE_SUPPLIES,5111,570.32,10000,BANK_HASH_84fe8d2a,104.40.29.50,0,LEGITIMATE
TXN_100047,2026-02-16 21:04:00,EMP_5137,VEND_1087,IT_HARDWARE,5732,1111.17,5000,BANK_HASH_0d2c24c2,140.68.95.63,0,LEGITIMATE
TXN_100048,2026-03-26 11:46:00,EMP_5084,VEND_1079,TRAVEL_FLIGHTS,4511,1196.84,25000,BANK_HASH_0765bba8,51.168.138.105,0,LEGITIMATE
TXN_100049,2026-02-11 20:44:00,EMP_5129,VEND_1039,LUXURY_RETAIL,5944,316.58,25000,BANK_HASH_e3c43c92,165.223.142.254,0,LEGITIMATE
TXN_100050,2026-03-27 20:43:00,EMP_5032,VEND_1024,LUXURY_RETAIL,5944,5249.21,10000,BANK_HASH_9950eac7,175.190.243.132,0,LEGITIMATE
TXN_100051,2026-02-08 20:35:00,EMP_5044,VEND_1078,CONSULTING_SERVICES,7392,2248.37,5000,BANK_HASH_ae6cb11a,52.182.141.78,0,LEGITIMATE
TXN_100052,2026-02-26 02:38:00,EMP_5077,VEND_1036,IT_HARDWARE,5732,4217.64,10000,BANK_HASH_f7300817,119.1.205.33,0,LEGITIMATE
TXN_100053,2026-03-28 14:32:00,EMP_5119,VEND_1056,LUXURY_RETAIL,5944,3388.23,10000,BANK_HASH_9cce2570,84.196.212.46,0,LEGITIMATE
TXN_100054,2026-02-07 00:42:00,EMP_5188,VEND_1021,OFFICE_SUPPLIES,5111,1376.58,5000,BANK_HASH_676b9269,42.227.201.156,0,LEGITIMATE
TXN_100055,2026-03-28 17:14:00,EMP_5085,VEND_1011,IT_HARDWARE,5732,3834.15,10000,BANK_HASH_e78d0796,33.226.214.220,0,LEGITIMATE
TXN_100056,2026-02-01 23:39:00,EMP_5037,VEND_1003,OFFICE_SUPPLIES,5111,148.98,25000,BANK_HASH_cce8776d,158.0.97.77,0,LEGITIMATE
TXN_100057,2026-03-23 02:12:00,EMP_5018,VEND_1058,LUXURY_RETAIL,5944,337.2,5000,BANK_HASH_4852d0ef,70.200.209.24,0,LEGITIMATE
TXN_100058,2026-02-01 12:41:00,EMP_5098,VEND_1063,LUXURY_RETAIL,5944,79.42,10000,BANK_HASH_8d87d56f,69.3.210.56,0,LEGITIMATE
TXN_100059,2026-02-24 15:11:00,EMP_5192,VEND_1098,OFFICE_SUPPLIES,5111,600.3,25000,BANK_HASH_7a3e0f19,100.243.214.117,0,LEGITIMATE
TXN_100060,2026-01-08 01:15:00,EMP_5178,VEND_1066,LUXURY_RETAIL,5944,748.2,25000,BANK_HASH_53f0c83d,83.44.220.40,0,LEGITIMATE
TXN_100061,2026-03-02 05:33:00,EMP_5031,VEND_1058,IT_HARDWARE,5732,484.84,5000,BANK_HASH_4852d0ef,181.40.246.181,0,LEGITIMATE
TXN_100062,2026-03-21 07:57:00,EMP_5152,VEND_1040,LUXURY_RETAIL,5944,2656.84,10000,BANK_HASH_6b246fd5,69.142.218.41,0,LEGITIMATE
TXN_100063,2026-03-02 22:16:00,EMP_5140,VEND_1057,IT_HARDWARE,5732,671.84,10000,BANK_HASH_63eeebad,137.189.223.128,0,LEGITIMATE
TXN_100064,2026-03-05 04:15:00,EMP_5163,VEND_1035,CONSULTING_SERVICES,7392,504.7,25000,BANK_HASH_f3f0c3f7,187.79.69.118,0,LEGITIMATE
TXN_100065,2026-01-31 16:21:00,EMP_5019,VEND_1091,TRAVEL_FLIGHTS,4511,1183.61,5000,BANK_HASH_f221fef0,133.176.51.84,0,LEGITIMATE
TXN_100066,2026-01-20 15:24:00,EMP_5138,VEND_1010,IT_HARDWARE,5732,237.85,5000,BANK_HASH_e584505b,22.68.248.138,0,LEGITIMATE
TXN_100067,2026-02-23 21:21:00,EMP_5180,VEND_1027,OFFICE_SUPPLIES,5111,2440.73,25000,BANK_HASH_781545b3,131.68.21.161,0,LEGITIMATE
TXN_100068,2026-02-23 20:57:00,EMP_5106,VEND_1007,IT_HARDWARE,5732,126.21,5000,BANK_HASH_1bf6aed7,49.249.14.123,0,LEGITIMATE
TXN_100069,2026-02-18 23:00:00,EMP_5178,VEND_1002,CONSULTING_SERVICES,7392,6511.22,25000,BANK_HASH_6f627b67,131.138.62.237,0,LEGITIMATE
TXN_100070,2026-02-24 01:47:00,EMP_5076,VEND_1096,LUXURY_RETAIL,5944,2229.23,10000,BANK_HASH_8c3c207a,79.58.151.112,0,LEGITIMATE
TXN_100071,2026-01-29 16:27:00,EMP_5154,VEND_1028,LUXURY_RETAIL,5944,342.31,10000,BANK_HASH_ca9ee298,66.138.26.130,0,LEGITIMATE
TXN_100072,2026-01-22 22:58:00,EMP_5099,VEND_1043,LUXURY_RETAIL,5944,18.31,10000,BANK_HASH_4c9ed910,14.251.188.215,0,LEGITIMATE
TXN_100073,2026-02-21 02:36:00,EMP_5159,VEND_1068,OFFICE_SUPPLIES,5111,2544.85,25000,BANK_HASH_4a834807,48.212.159.203,0,LEGITIMATE
TXN_100074,2026-01-18 22:11:00,EMP_5021,VEND_1082,LUXURY_RETAIL,5944,1850.64,25000,BANK_HASH_eed45321,23.13.58.201,0,LEGITIMATE
TXN_100075,2026-02-28 18:21:00,EMP_5097,VEND_1041,IT_HARDWARE,5732,1968.49,10000,BANK_HASH_4bf3c92f,216.99.223.218,0,LEGITIMATE
TXN_100076,2026-02-02 10:30:00,EMP_5097,VEND_1035,LUXURY_RETAIL,5944,2222.82,10000,BANK_HASH_f3f0c3f7,13.141.43.106,0,LEGITIMATE
TXN_100077,2026-01-30 04:04:00,EMP_5138,VEND_1006,TRAVEL_FLIGHTS,4511,125.39,5000,BANK_HASH_ad2d1267,173.235.114.23,0,LEGITIMATE
TXN_100078,2026-02-01 14:53:00,EMP_5166,VEND_1005,OFFICE_SUPPLIES,5111,675.84,10000,BANK_HASH_eaf7a55d,161.68.72.53,0,LEGITIMATE
TXN_100079,2026-03-03 05:07:00,EMP_5039,VEND_1030,IT_HARDWARE,5732,194.73,10000,BANK_HASH_05658128,157.102.103.74,0,LEGITIMATE
TXN_100080,2026-02-17 13:38:00,EMP_5055,VEND_1059,TRAVEL_FLIGHTS,4511,2992.79,25000,BANK_HASH_08339523,42.216.60.183,0,LEGITIMATE
TXN_100081,2026-01-21 17:06:00,EMP_5191,VEND_1091,OFFICE_SUPPLIES,5111,1474.45,5000,BANK_HASH_f221fef0,7.1.188.242,0,LEGITIMATE
TXN_100082,2026-02-21 06:12:00,EMP_5079,VEND_1073,LUXURY_RETAIL,5944,612.73,10000,BANK_HASH_70d8cd87,55.108.201.97,0,LEGITIMATE
TXN_100083,2026-01-15 06:49:00,EMP_5176,VEND_1080,IT_HARDWARE,5732,108.5,25000,BANK_HASH_514e5c9b,85.48.141.127,0,LEGITIMATE
TXN_100084,2026-03-14 09:22:00,EMP_5175,VEND_1076,OFFICE_SUPPLIES,5111,568.73,10000,BANK_HASH_b6614cbe,61.240.104.46,0,LEGITIMATE
TXN_100085,2026-03-07 02:21:00,EMP_5169,VEND_1047,LUXURY_RETAIL,5944,4520.35,10000,BANK_HASH_72ece034,159.178.187.146,1,MCC_OFFHOURS_MISUSE
TXN_100086,2026-03-23 22:45:00,EMP_5027,VEND_1055,TRAVEL_FLIGHTS,4511,1971.81,25000,BANK_HASH_e8f631d8,81.130.79.178,0,LEGITIMATE
TXN_100087,2026-03-25 16:39:00,EMP_5045,VEND_1093,CONSULTING_SERVICES,7392,1532.33,5000,BANK_HASH_94b19788,145.201.180.180,0,LEGITIMATE
TXN_100088,2026-03-01 21:52:00,EMP_5137,VEND_1099,LUXURY_RETAIL,5944,3283.38,5000,BANK_HASH_97fc06e4,126.185.64.195,0,LEGITIMATE
TXN_100089,2026-01-12 16:56:00,EMP_5068,VEND_1041,IT_HARDWARE,5732,968.6,5000,BANK_HASH_4bf3c92f,146.103.101.182,0,LEGITIMATE
TXN_100090,2026-03-21 05:24:00,EMP_5192,VEND_1059,CONSULTING_SERVICES,7392,201.06,25000,BANK_HASH_08339523,17.67.241.65,0,LEGITIMATE
TXN_100091,2026-03-04 14:22:00,EMP_5126,VEND_1041,IT_HARDWARE,5732,1883.69,5000,BANK_HASH_4bf3c92f,94.79.28.195,0,LEGITIMATE
TXN_100092,2026-03-31 16:35:00,EMP_5087,VEND_1035,CONSULTING_SERVICES,7392,14376.75,25000,BANK_HASH_fbd57088,213.208.241.113,1,GHOST_VENDOR_SELF_DEALING
TXN_100093,2026-03-05 01:48:00,EMP_5021,VEND_1030,LUXURY_RETAIL,5944,1245.83,25000,BANK_HASH_05658128,107.70.60.174,0,LEGITIMATE
TXN_100094,2026-02-27 08:05:00,EMP_5121,VEND_1082,LUXURY_RETAIL,5944,2220.83,25000,BANK_HASH_eed45321,198.76.246.13,0,LEGITIMATE
TXN_100095,2026-02-10 05:37:00,EMP_5103,VEND_1088,IT_HARDWARE,5732,1031.22,5000,BANK_HASH_2ea2248b,223.126.96.153,0,LEGITIMATE
TXN_100096,2026-02-25 07:35:00,EMP_5141,VEND_1067,TRAVEL_FLIGHTS,4511,1119.52,5000,BANK_HASH_fb320956,186.192.83.190,0,LEGITIMATE
TXN_100097,2026-02-09 16:14:00,EMP_5179,VEND_1058,TRAVEL_FLIGHTS,4511,846.72,5000,BANK_HASH_4852d0ef,17.213.221.121,0,LEGITIMATE
TXN_100098,2026-03-11 06:11:00,EMP_5049,VEND_1040,OFFICE_SUPPLIES,5111,48.62,10000,BANK_HASH_6b246fd5,79.30.192.96,0,LEGITIMATE
TXN_100099,2026-03-18 00:38:00,EMP_5189,VEND_1061,TRAVEL_FLIGHTS,4511,181.25,25000,BANK_HASH_a44772c9,91.5.215.134,0,LEGITIMATE
TXN_100100,2026-01-30 19:11:00,EMP_5025,VEND_1024,TRAVEL_FLIGHTS,4511,57.9,5000,BANK_HASH_9950eac7,104.230.29.188,0,LEGITIMATE
TXN_100101,2026-02-05 09:03:00,EMP_5181,VEND_1068,IT_HARDWARE,5732,1527.59,10000,BANK_HASH_4a834807,207.23.240.193,0,LEGITIMATE
TXN_100102,2026-01-14 08:36:00,EMP_5178,VEND_1016,LUXURY_RETAIL,5944,576.1,25000,BANK_HASH_9f2baec7,111.85.216.157,0,LEGITIMATE
TXN_100103,2026-01-24 09:16:00,EMP_5122,VEND_1056,TRAVEL_FLIGHTS,4511,1075.66,10000,BANK_HASH_9cce2570,161.232.152.88,0,LEGITIMATE
TXN_100104,2026-02-21 23:04:00,EMP_5122,VEND_1014,OFFICE_SUPPLIES,5111,3581.9,10000,BANK_HASH_59d9b103,97.71.220.112,0,LEGITIMATE
TXN_100105,2026-01-21 02:19:00,EMP_5175,VEND_1006,IT_HARDWARE,5732,440.11,10000,BANK_HASH_ad2d1267,46.77.80.152,0,LEGITIMATE
TXN_100106,2026-02-24 03:38:00,EMP_5063,VEND_1015,CONSULTING_SERVICES,7392,802.42,10000,BANK_HASH_73c44eff,175.194.62.54,0,LEGITIMATE
TXN_100107,2026-02-18 22:58:00,EMP_5057,VEND_1099,CONSULTING_SERVICES,7392,2123.12,10000,BANK_HASH_97fc06e4,76.222.8.36,0,LEGITIMATE
TXN_100108,2026-03-15 03:03:00,EMP_5150,VEND_1054,TRAVEL_FLIGHTS,4511,399.71,5000,BANK_HASH_b88fc971,169.211.234.202,0,LEGITIMATE
TXN_100109,2026-03-22 14:16:00,EMP_5189,VEND_1012,IT_HARDWARE,5732,130.16,25000,BANK_HASH_d1506ef2,183.143.188.236,0,LEGITIMATE
TXN_100110,2026-03-12 10:10:00,EMP_5040,VEND_1030,IT_HARDWARE,5732,9837.37,10000,BANK_HASH_05658128,108.183.2.122,1,SPLIT_APPROVAL_BYPASS
TXN_100111,2026-01-05 15:18:00,EMP_5152,VEND_1060,TRAVEL_FLIGHTS,4511,273.71,10000,BANK_HASH_7aefb2fc,111.154.141.133,0,LEGITIMATE
TXN_100112,2026-03-29 15:59:00,EMP_5179,VEND_1058,OFFICE_SUPPLIES,5111,3992.43,5000,BANK_HASH_4852d0ef,146.54.204.105,0,LEGITIMATE
TXN_100113,2026-02-24 11:34:00,EMP_5160,VEND_1075,IT_HARDWARE,5732,2486.33,25000,BANK_HASH_b1045bbb,35.200.169.196,0,LEGITIMATE
TXN_100114,2026-01-10 09:10:00,EMP_5038,VEND_1034,IT_HARDWARE,5732,1515.24,10000,BANK_HASH_ba125639,35.34.5.17,0,LEGITIMATE
TXN_100115,2026-02-06 22:07:00,EMP_5152,VEND_1095,CONSULTING_SERVICES,7392,3087.28,10000,BANK_HASH_952f7629,207.190.15.29,0,LEGITIMATE
TXN_100116,2026-02-05 00:34:00,EMP_5077,VEND_1089,LUXURY_RETAIL,5944,2451.95,10000,BANK_HASH_4cceb021,98.142.70.94,0,LEGITIMATE
TXN_100117,2026-02-26 07:20:00,EMP_5020,VEND_1076,OFFICE_SUPPLIES,5111,319.74,5000,BANK_HASH_b6614cbe,146.56.158.216,0,LEGITIMATE
TXN_100118,2026-03-29 02:37:00,EMP_5006,VEND_1011,IT_HARDWARE,5732,3356.22,5000,BANK_HASH_e78d0796,19.196.212.196,0,LEGITIMATE
TXN_100119,2026-03-15 09:48:00,EMP_5195,VEND_1086,TRAVEL_FLIGHTS,4511,1172.65,5000,BANK_HASH_ee644eef,220.126.106.130,0,LEGITIMATE
TXN_100120,2026-02-05 13:37:00,EMP_5120,VEND_1066,LUXURY_RETAIL,5944,2481.02,10000,BANK_HASH_53f0c83d,149.247.214.212,0,LEGITIMATE
TXN_100121,2026-02-14 21:21:00,EMP_5125,VEND_1011,LUXURY_RETAIL,5944,3406.36,5000,BANK_HASH_e78d0796,36.136.253.14,0,LEGITIMATE
TXN_100122,2026-02-23 06:31:00,EMP_5026,VEND_1020,TRAVEL_FLIGHTS,4511,584.1,25000,BANK_HASH_3d295953,75.196.101.177,0,LEGITIMATE
TXN_100123,2026-01-05 22:05:00,EMP_5102,VEND_1097,CONSULTING_SERVICES,7392,184.89,25000,BANK_HASH_099bcee7,9.168.79.248,0,LEGITIMATE
TXN_100124,2026-03-07 08:42:00,EMP_5082,VEND_1014,LUXURY_RETAIL,5944,398.03,10000,BANK_HASH_59d9b103,120.82.182.218,0,LEGITIMATE
TXN_100125,2026-01-26 00:23:00,EMP_5118,VEND_1052,OFFICE_SUPPLIES,5111,845.59,25000,BANK_HASH_c0083be6,55.53.136.250,0,LEGITIMATE
TXN_100126,2026-01-07 14:17:00,EMP_5127,VEND_1080,LUXURY_RETAIL,5944,2565.74,25000,BANK_HASH_514e5c9b,9.112.194.46,0,LEGITIMATE
TXN_100127,2026-01-16 08:40:00,EMP_5073,VEND_1056,LUXURY_RETAIL,5944,2967.02,5000,BANK_HASH_9cce2570,173.178.19.178,0,LEGITIMATE
TXN_100128,2026-02-10 01:00:00,EMP_5061,VEND_1090,IT_HARDWARE,5732,20.46,25000,BANK_HASH_6ed164b8,118.58.21.61,0,LEGITIMATE
TXN_100129,2026-03-01 11:41:00,EMP_5023,VEND_1028,OFFICE_SUPPLIES,5111,1082.31,5000,BANK_HASH_ca9ee298,181.70.201.109,0,LEGITIMATE
TXN_100130,2026-03-08 06:17:00,EMP_5127,VEND_1091,TRAVEL_FLIGHTS,4511,820.41,25000,BANK_HASH_f221fef0,1.179.173.42,0,LEGITIMATE
TXN_100131,2026-03-01 01:09:00,EMP_5123,VEND_1060,IT_HARDWARE,5732,386.75,5000,BANK_HASH_7aefb2fc,128.66.135.83,0,LEGITIMATE
TXN_100132,2026-01-09 16:49:00,EMP_5153,VEND_1065,IT_HARDWARE,5732,201.52,25000,BANK_HASH_490285e7,166.40.206.164,0,LEGITIMATE
TXN_100133,2026-02-04 08:18:00,EMP_5106,VEND_1043,CONSULTING_SERVICES,7392,627.86,5000,BANK_HASH_4c9ed910,20.12.19.245,0,LEGITIMATE
TXN_100134,2026-01-20 22:34:00,EMP_5150,VEND_1074,LUXURY_RETAIL,5944,4304.68,5000,BANK_HASH_cfe23a94,37.163.138.8,0,LEGITIMATE
TXN_100135,2026-02-18 22:59:00,EMP_5085,VEND_1070,CONSULTING_SERVICES,7392,595.58,10000,BANK_HASH_da4b56a0,214.255.21.163,0,LEGITIMATE
TXN_100136,2026-03-15 20:14:00,EMP_5048,VEND_1089,IT_HARDWARE,5732,1107.18,10000,BANK_HASH_4cceb021,53.106.7.232,0,LEGITIMATE
TXN_100137,2026-03-03 06:58:00,EMP_5105,VEND_1005,TRAVEL_FLIGHTS,4511,1831.13,10000,BANK_HASH_eaf7a55d,217.95.28.1,0,LEGITIMATE
TXN_100138,2026-03-05 09:08:00,EMP_5098,VEND_1084,IT_HARDWARE,5732,687.96,10000,BANK_HASH_e6240d92,11.102.89.56,0,LEGITIMATE
TXN_100139,2026-02-26 11:33:00,EMP_5151,VEND_1042,OFFICE_SUPPLIES,5111,5361.7,10000,BANK_HASH_5fb7e2aa,31.218.24.29,0,LEGITIMATE
TXN_100140,2026-02-23 04:09:00,EMP_5003,VEND_1092,IT_HARDWARE,5732,4933.01,25000,BANK_HASH_bd9adc9b,14.226.121.184,0,LEGITIMATE
TXN_100141,2026-03-30 20:41:00,EMP_5067,VEND_1043,CONSULTING_SERVICES,7392,445.09,5000,BANK_HASH_4c9ed910,194.63.134.230,0,LEGITIMATE
TXN_100142,2026-02-18 18:40:00,EMP_5084,VEND_1086,CONSULTING_SERVICES,7392,1041.49,25000,BANK_HASH_ee644eef,76.76.71.231,0,LEGITIMATE
TXN_100143,2026-01-06 03:04:00,EMP_5194,VEND_1062,CONSULTING_SERVICES,7392,546.9,10000,BANK_HASH_8a61f0cb,133.130.67.114,0,LEGITIMATE
TXN_100144,2026-01-12 21:06:00,EMP_5175,VEND_1036,IT_HARDWARE,5732,512.87,10000,BANK_HASH_f7300817,101.58.154.54,0,LEGITIMATE
TXN_100145,2026-01-23 06:19:00,EMP_5180,VEND_1012,LUXURY_RETAIL,5944,66.38,25000,BANK_HASH_d1506ef2,62.106.23.61,0,LEGITIMATE
TXN_100146,2026-02-07 19:23:00,EMP_5011,VEND_1041,OFFICE_SUPPLIES,5111,1420.74,25000,BANK_HASH_4bf3c92f,129.175.242.107,0,LEGITIMATE
TXN_100147,2026-03-15 05:50:00,EMP_5062,VEND_1067,LUXURY_RETAIL,5944,1057.78,25000,BANK_HASH_fb320956,202.160.154.26,0,LEGITIMATE
TXN_100148,2026-02-19 03:43:00,EMP_5044,VEND_1010,CONSULTING_SERVICES,7392,89.28,5000,BANK_HASH_e584505b,165.96.81.179,0,LEGITIMATE
TXN_100149,2026-03-02 04:16:00,EMP_5149,VEND_1018,IT_HARDWARE,5732,499.94,25000,BANK_HASH_cb73a3ad,6.61.5.132,0,LEGITIMATE
TXN_100150,2026-02-07 05:34:00,EMP_5170,VEND_1001,LUXURY_RETAIL,5944,3593.29,5000,BANK_HASH_95fe09e2,201.117.11.171,0,LEGITIMATE
TXN_100151,2026-02-09 04:27:00,EMP_5113,VEND_1044,CONSULTING_SERVICES,7392,420.79,5000,BANK_HASH_590fb111,220.195.163.148,0,LEGITIMATE
